Invoice ID,Branch,City,Customer type,Gender,Product line,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,,,,,,,,,
462-67-9126,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-462-67-9126,"N26,359.20",6,7907.76,166062.96,1/21/2019,17:44,Cash,158155.2,4.761904762,"N7,907.76",7.2,,,,,,,,,
468-88-0009,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-468-88-0009,"N23,738.40",4,4747.68,99701.28,3/24/2019,10:29,Cash,94953.6,4.761904762,"N4,747.68",6,,,,,,,,,
254-31-0042,A,Lagos,Member,M,Electronic accessories,Electronic accessories-254-31-0042,"N7,740.00",9,3483,73143,3/6/2019,12:46,Card,69660,4.761904762,"N3,483.00",7.8,,,,,,,,,
422-29-8786,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-422-29-8786,"N24,152.40",5,6038.1,126800.1,1/3/2019,16:47,Card,120762,4.761904762,"N6,038.10",9.1,,,,,,,,,
667-23-5919,A,Lagos,Member,F,Fashion accessories,Fashion accessories-667-23-5919,"N34,812.00",5,8703,182763,1/14/2019,12:52,   Epay,174060,4.761904762,"N8,703.00",7,,,,,,,,,
289-15-7034,A,Lagos,Member,M,Sports and travel,Sports and travel-289-15-7034,"N29,638.80",4,5927.76,124482.96,1/11/2019,10:37,Card,118555.2,4.761904762,"N5,927.76",7.5,,,,,,,,,
662-72-2873,A,Lagos,Normal,F,Food and beverages,Food and beverages-662-72-2873,"N14,738.40",5,3684.6,77376.6,1/6/2019,13:58,   Epay,73692,4.761904762,"N3,684.60",9.9,,,,,,,,,
725-56-0833,A,Lagos,Normal,F,Health and beauty,Health and beauty-725-56-0833,"N11,635.20",10,5817.6,122169.6,2/20/2019,16:49,Card,116352,4.761904762,"N5,817.60",10,,,,,,,,,
563-36-9814,A,Lagos,Member,M,Electronic accessories,Electronic accessories-563-36-9814,"N27,655.20",1,1382.76,29037.96,2/13/2019,18:27,   Epay,27655.2,4.761904762,"N1,382.76",7.2,,,,,,,,,
308-47-4913,A,Lagos,Member,F,Sports and travel,Sports and travel-308-47-4913,"N18,813.60",10,9406.8,197542.8,3/9/2019,12:45,Card,188136,4.761904762,"N9,406.80",6.2,,,,,,,,,
885-17-6250,A,Lagos,Normal,F,Health and beauty,Health and beauty-885-17-6250,"N28,706.40",1,1435.32,30141.72,3/6/2019,10:36,   Epay,28706.4,4.761904762,"N1,435.32",7.3,,,,,,,,,
726-27-2396,A,Lagos,Normal,F,Health and beauty,Health and beauty-726-27-2396,"N27,900.00",5,6975,146475,1/24/2019,20:36,   Epay,139500,4.761904762,"N6,975.00",4.3,,,,,,,,,
316-01-3952,A,Lagos,Normal,F,Food and beverages,Food and beverages-316-01-3952,"N19,537.20",5,4884.3,102570.3,3/13/2019,14:16,   Epay,97686,4.761904762,"N4,884.30",4.6,,,,,,,,,
882-40-4577,A,Lagos,Member,M,Sports and travel,Sports and travel-882-40-4577,"N24,213.60",4,4842.72,101697.12,1/19/2019,15:28,Card,96854.4,4.761904762,"N4,842.72",8,,,,,,,,,
732-67-5346,A,Lagos,Normal,M,Food and beverages,Food and beverages-732-67-5346,"N4,964.40",5,1241.1,26063.1,1/11/2019,19:07,Card,24822,4.761904762,"N1,241.10",7.8,,,,,,,,,
256-08-8343,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-256-08-8343,"N20,350.80",4,4070.16,85473.36,3/4/2019,19:48,   Epay,81403.2,4.761904762,"N4,070.16",5.5,,,,,,,,,
132-23-6451,A,Lagos,Member,M,Health and beauty,Health and beauty-132-23-6451,"N7,549.20",5,1887.3,39633.3,1/4/2019,13:21,Cash,37746,4.761904762,"N1,887.30",7.8,,,,,,,,,
696-90-2548,A,Lagos,Normal,M,Sports and travel,Sports and travel-696-90-2548,"N9,302.40",3,1395.36,29302.56,3/10/2019,18:55,   Epay,27907.2,4.761904762,"N1,395.36",6.6,,,,,,,,,
472-15-9636,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-472-15-9636,"N18,334.80",8,7333.92,154012.32,3/22/2019,19:36,   Epay,146678.4,4.761904762,"N7,333.92",9.2,,,,,,,,,
745-71-3520,A,Lagos,Member,F,Electronic accessories,Electronic accessories-745-71-3520,"N9,079.20",7,3177.72,66732.12,2/4/2019,10:23,Cash,63554.4,4.761904762,"N3,177.72",8.2,,,,,,,,,
269-10-8440,A,Lagos,Member,M,Health and beauty,Health and beauty-269-10-8440,"N19,141.20",7,6699.42,140687.82,1/21/2019,18:01,Cash,133988.4,4.761904762,"N6,699.42",8.9,,,,,,,,,
325-77-6186,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-325-77-6186,"N32,634.00",10,16317,342657,3/8/2019,10:53,   Epay,326340,4.761904762,"N16,317.00",7.3,,,,,,,,,
459-50-7686,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-459-50-7686,"N8,445.60",6,2533.68,53207.28,1/13/2019,19:14,   Epay,50673.6,4.761904762,"N2,533.68",6.4,,,,,,,,,
345-08-4992,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-345-08-4992,"N12,236.40",6,3670.92,77089.32,3/8/2019,15:37,Card,73418.4,4.761904762,"N3,670.92",7.7,,,,,,,,,
138-17-5109,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-138-17-5109,"N32,115.60",9,14452.02,303492.42,1/15/2019,15:42,Card,289040.4,4.761904762,"N14,452.02",6.5,,,,,,,,,
301-11-9629,A,Lagos,Normal,F,Sports and travel,Sports and travel-301-11-9629,"N6,876.00",7,2406.6,50538.6,1/15/2019,10:43,Cash,48132,4.761904762,"N2,406.60",9.7,,,,,,,,,
727-17-0390,A,Lagos,Normal,F,Food and beverages,Food and beverages-727-17-0390,"N22,899.60",5,5724.9,120222.9,3/16/2019,12:43,   Epay,114498,4.761904762,"N5,724.90",4.8,,,,,,,,,
568-88-3448,A,Lagos,Normal,M,Health and beauty,Health and beauty-568-88-3448,"N9,000.00",1,450,9450,3/3/2019,15:09,   Epay,9000,4.761904762,N450.00,5.5,,,,,,,,,
187-83-5490,A,Lagos,Member,M,Electronic accessories,Electronic accessories-187-83-5490,"N7,477.20",4,1495.44,31404.24,1/31/2019,13:47,Cash,29908.8,4.761904762,"N1,495.44",4.7,,,,,,,,,
470-32-9057,A,Lagos,Member,M,Food and beverages,Food and beverages-470-32-9057,"N18,482.40",5,4620.6,97032.6,3/28/2019,15:31,Card,92412,4.761904762,"N4,620.60",9.1,,,,,,,,,
340-21-9136,A,Lagos,Member,F,Sports and travel,Sports and travel-340-21-9136,"N14,418.00",4,2883.6,60555.6,1/25/2019,11:40,Cash,57672,4.761904762,"N2,883.60",9.7,,,,,,,,,
405-31-3305,A,Lagos,Member,M,Fashion accessories,Fashion accessories-405-31-3305,"N15,526.80",10,7763.4,163031.4,2/2/2019,18:31,Card,155268,4.761904762,"N7,763.40",5.5,,,,,,,,,
676-39-6028,A,Lagos,Member,F,Electronic accessories,Electronic accessories-676-39-6028,"N23,198.40",5,5799.6,121791.6,3/30/2019,17:04,Cash,115992,4.761904762,"N5,799.60",6.6,,,,,,,,,
502-05-1910,A,Lagos,Normal,M,Health and beauty,Health and beauty-502-05-1910,"N23,464.80",3,3519.72,73914.12,2/25/2019,20:35,Card,70394.4,4.761904762,"N3,519.72",6.3,,,,,,,,,
485-30-8700,A,Lagos,Normal,F,Sports and travel,Sports and travel-485-30-8700,"N11,973.60",5,2993.4,62861.4,3/18/2019,16:10,Card,59868,4.761904762,"N2,993.40",4.2,,,,,,,,,
575-67-1508,A,Lagos,Normal,M,Electronic accessories,Electronic accessories-575-67-1508,"N13,896.00",1,694.8,14590.8,1/29/2019,11:26,   Epay,13896,4.761904762,N694.80,6.7,,,,,,,,,
674-15-9296,A,Lagos,Normal,M,Sports and travel,Sports and travel-674-15-9296,"N13,370.40",5,3342.6,70194.6,1/8/2019,13:05,   Epay,66852,4.761904762,"N3,342.60",5,,,,,,,,,
795-49-7276,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-795-49-7276,"N13,374.00",4,2674.8,56170.8,3/23/2019,18:59,   Epay,53496,4.761904762,"N2,674.80",8.3,,,,,,,,,
510-09-5628,A,Lagos,Member,F,Fashion accessories,Fashion accessories-510-09-5628,"N7,077.60",10,3538.8,74314.8,3/15/2019,18:20,Card,70776,4.761904762,"N3,538.80",7.2,,,,,,,,,
420-18-8989,A,Lagos,Member,F,Sports and travel,Sports and travel-420-18-8989,"N18,547.20",8,7418.88,155796.48,2/2/2019,15:47,Cash,148377.6,4.761904762,"N7,418.88",9.6,,,,,,,,,
726-29-6793,A,Lagos,Member,M,Electronic accessories,Electronic accessories-726-29-6793,"N8,704.80",8,3481.92,73120.32,1/28/2019,20:54,   Epay,69638.4,4.761904762,"N3,481.92",9.8,,,,,,,,,
209-61-0206,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-209-61-0206,"N15,447.60",5,3861.9,81099.9,1/5/2019,17:29,   Epay,77238,4.761904762,"N3,861.90",6.1,,,,,,,,,
595-27-4851,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-595-27-4851,"N19,540.80",7,6839.28,143624.88,1/27/2019,18:05,   Epay,136785.6,4.761904762,"N6,839.28",9.3,,,,,,,,,
189-52-0236,A,Lagos,Normal,M,Electronic accessories,Electronic accessories-189-52-0236,"N35,838.00",7,12543.3,263409.3,3/14/2019,12:07,Cash,250866,4.761904762,"N12,543.30",7.6,,,,,,,,,
220-28-1851,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-220-28-1851,"N12,502.80",2,1250.28,26255.88,3/1/2019,18:14,   Epay,25005.6,4.761904762,"N1,250.28",9.7,,,,,,,,,
609-81-8548,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-609-81-8548,"N13,478.40",6,4043.52,84913.92,2/6/2019,13:55,Card,80870.4,4.761904762,"N4,043.52",5.9,,,,,,,,,
534-01-4457,A,Lagos,Normal,M,Food and beverages,Food and beverages-534-01-4457,"N29,415.60",6,8824.68,185318.28,1/27/2019,14:36,Card,176493.6,4.761904762,"N8,824.68",8,,,,,,,,,
719-89-8991,A,Lagos,Member,F,Sports and travel,Sports and travel-719-89-8991,"N32,907.60",5,8226.9,172764.9,2/25/2019,16:03,   Epay,164538,4.761904762,"N8,226.90",7.1,,,,,,,,,
827-77-7633,A,Lagos,Normal,M,Sports and travel,Sports and travel-827-77-7633,"N35,312.40",9,15890.58,333702.18,2/17/2019,19:41,Cash,317811.6,4.761904762,"N15,890.58",9.3,,,,,,,,,
287-83-1405,A,Lagos,Normal,M,Health and beauty,Health and beauty-287-83-1405,"N9,154.80",6,2746.44,57675.24,2/12/2019,19:01,   Epay,54928.8,4.761904762,"N2,746.44",7,,,,,,,,,
435-13-4908,A,Lagos,Member,M,Fashion accessories,Fashion accessories-435-13-4908,"N31,204.80",8,12481.92,262120.32,1/24/2019,18:04,Card,249638.4,4.761904762,"N12,481.92",7.2,,,,,,,,,
892-05-6689,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-892-05-6689,"N10,195.20",5,2548.8,53524.8,3/11/2019,13:28,   Epay,50976,4.761904762,"N2,548.80",6.2,,,,,,,,,
643-38-7867,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-643-38-7867,"N35,258.40",1,1762.92,37021.32,3/7/2019,11:44,   Epay,35258.4,4.761904762,"N1,762.92",6.9,,,,,,,,,
308-81-0538,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-308-81-0538,"N26,298.00",4,5259.6,110451.6,2/25/2019,17:16,Card,105192,4.761904762,"N5,259.60",4.9,,,,,,,,,
460-35-4390,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-460-35-4390,"N11,044.80",3,1656.72,34791.12,1/22/2019,11:00,   Epay,33134.4,4.761904762,"N1,656.72",9.1,,,,,,,,,
647-50-1224,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-647-50-1224,"N10,591.20",10,5295.6,111207.6,1/12/2019,16:23,   Epay,105912,4.761904762,"N5,295.60",8.9,,,,,,,,,
541-48-8554,A,Lagos,Normal,M,Sports and travel,Sports and travel-541-48-8554,"N21,942.00",9,9873.9,207351.9,1/7/2019,12:08,Card,197478,4.761904762,"N9,873.90",6,,,,,,,,,
213-32-1216,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-213-32-1216,"N23,781.60",6,7134.48,149824.08,1/23/2019,10:28,Cash,142689.6,4.761904762,"N7,134.48",7.3,,,,,,,,,
134-75-2619,A,Lagos,Member,M,Electronic accessories,Electronic accessories-134-75-2619,"N6,955.20",7,2434.32,51120.72,3/25/2019,18:51,Cash,48686.4,4.761904762,"N2,434.32",6.9,,,,,,,,,
712-39-0363,A,Lagos,Member,M,Food and beverages,Food and beverages-712-39-0363,"N14,997.60",6,4499.28,94484.88,1/2/2019,15:24,   Epay,89985.6,4.761904762,"N4,499.28",5.6,,,,,,,,,
218-59-9410,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-218-59-9410,"N26,071.20",3,3910.68,82124.28,3/29/2019,16:54,   Epay,78213.6,4.761904762,"N3,910.68",8.2,,,,,,,,,
760-90-2357,A,Lagos,Member,M,Electronic accessories,Electronic accessories-760-90-2357,"N26,823.60",6,8047.08,168988.68,3/20/2019,15:08,   Epay,160941.6,4.761904762,"N8,047.08",5,,,,,,,,,
698-98-5964,A,Lagos,Normal,F,Food and beverages,Food and beverages-698-98-5964,"N29,235.60",10,14617.8,306973.8,1/17/2019,13:01,Card,292356,4.761904762,"N14,617.80",6.3,,,,,,,,,
651-88-7328,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-651-88-7328,"N23,666.40",9,10649.88,223647.48,1/1/2019,13:55,Cash,212997.6,4.761904762,"N10,649.88",7.7,,,,,,,,,
239-48-4278,A,Lagos,Member,M,Food and beverages,Food and beverages-239-48-4278,"N3,646.80",7,1276.38,26803.98,3/10/2019,19:35,   Epay,25527.6,4.761904762,"N1,276.38",8.3,,,,,,,,,
550-84-8664,A,Lagos,Normal,M,Sports and travel,Sports and travel-550-84-8664,"N30,927.60",5,7731.9,162369.9,3/22/2019,14:33,Card,154638,4.761904762,"N7,731.90",8.6,,,,,,,,,
797-88-0493,A,Lagos,Normal,F,Health and beauty,Health and beauty-797-88-0493,"N23,137.20",4,4627.44,97176.24,3/26/2019,13:54,Cash,92548.8,4.761904762,"N4,627.44",7.7,,,,,,,,,
443-82-0585,A,Lagos,Member,F,Health and beauty,Health and beauty-443-82-0585,"N27,964.80",4,5592.96,117452.16,2/1/2019,19:54,Cash,111859.2,4.761904762,"N5,592.96",8.4,,,,,,,,,
127-47-6963,A,Lagos,Normal,M,Health and beauty,Health and beauty-127-47-6963,"N18,615.60",4,3723.12,78185.52,3/9/2019,13:53,Card,74462.4,4.761904762,"N3,723.12",9.8,,,,,,,,,
278-86-2735,A,Lagos,Normal,F,Food and beverages,Food and beverages-278-86-2735,"N18,842.40",3,2826.36,59353.56,3/27/2019,14:03,Cash,56527.2,4.761904762,"N2,826.36",9.2,,,,,,,,,
695-28-6250,A,Lagos,Normal,F,Sports and travel,Sports and travel-695-28-6250,"N15,501.60",5,3875.4,81383.4,2/4/2019,16:38,   Epay,77508,4.761904762,"N3,875.40",7.7,,,,,,,,,
227-50-3718,A,Lagos,Normal,M,Health and beauty,Health and beauty-227-50-3718,"N5,263.20",5,1315.8,27631.8,3/4/2019,12:23,Cash,26316,4.761904762,"N1,315.80",4.4,,,,,,,,,
560-49-6611,A,Lagos,Member,F,Sports and travel,Sports and travel-560-49-6611,"N16,408.80",1,820.44,17229.24,2/7/2019,14:13,Cash,16408.8,4.761904762,N820.44,9.8,,,,,,,,,
880-35-0356,A,Lagos,Member,F,Sports and travel,Sports and travel-880-35-0356,"N27,072.00",3,4060.8,85276.8,2/5/2019,11:51,   Epay,81216,4.761904762,"N4,060.80",4.8,,,,,,,,,
152-68-2907,A,Lagos,Normal,M,Food and beverages,Food and beverages-152-68-2907,"N18,792.00",3,2818.8,59194.8,2/15/2019,13:30,Card,56376,4.761904762,"N2,818.80",9.5,,,,,,,,,
334-64-2006,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-334-64-2006,"N25,315.20",2,2531.52,53161.92,3/24/2019,14:22,   Epay,50630.4,4.761904762,"N2,531.52",9.6,,,,,,,,,
559-98-9873,A,Lagos,Member,F,Fashion accessories,Fashion accessories-559-98-9873,"N19,314.00",7,6759.9,141957.9,2/10/2019,12:56,   Epay,135198,4.761904762,"N6,759.90",5.2,,,,,,,,,
318-12-0304,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-318-12-0304,"N11,019.60",1,550.98,11570.58,1/23/2019,12:20,   Epay,11019.6,4.761904762,N550.98,5.2,,,,,,,,,
421-95-9805,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-421-95-9805,"N10,425.60",1,521.28,10946.88,2/7/2019,10:18,Card,10425.6,4.761904762,N521.28,6.2,,,,,,,,,
443-59-0061,A,Lagos,Member,M,Food and beverages,Food and beverages-443-59-0061,"N24,282.00",10,12141,254961,2/3/2019,11:25,   Epay,242820,4.761904762,"N12,141.00",4.2,,,,,,,,,
509-29-3912,A,Lagos,Member,F,Sports and travel,Sports and travel-509-29-3912,"N13,939.20",9,6272.64,131725.44,3/20/2019,12:24,   Epay,125452.8,4.761904762,"N6,272.64",4.2,,,,,,,,,
828-46-6863,A,Lagos,Member,M,Food and beverages,Food and beverages-828-46-6863,"N35,470.80",6,10641.24,223466.04,1/23/2019,11:22,Card,212824.8,4.761904762,"N10,641.24",4,,,,,,,,,
420-97-3340,A,Lagos,Normal,F,Food and beverages,Food and beverages-420-97-3340,"N25,804.80",3,3870.72,81285.12,3/28/2019,15:30,Card,77414.4,4.761904762,"N3,870.72",9.2,,,,,,,,,
436-54-4512,A,Lagos,Member,F,Food and beverages,Food and beverages-436-54-4512,"N32,979.60",1,1648.98,34628.58,3/20/2019,19:44,Cash,32979.6,4.761904762,"N1,648.98",9.8,,,,,,,,,
816-57-2053,A,Lagos,Normal,M,Sports and travel,Sports and travel-816-57-2053,"N21,913.20",2,2191.32,46017.72,3/9/2019,12:37,   Epay,43826.4,4.761904762,"N2,191.32",8.7,,,,,,,,,
856-66-2701,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-856-66-2701,"N19,188.00",3,2878.2,60442.2,1/25/2019,14:19,   Epay,57564,4.761904762,"N2,878.20",7.5,,,,,,,,,
308-39-1707,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-308-39-1707,"N4,352.40",1,217.62,4570.02,1/26/2019,18:19,Card,4352.4,4.761904762,N217.62,8.2,,,,,,,,,
149-61-1929,A,Lagos,Normal,M,Sports and travel,Sports and travel-149-61-1929,"N23,108.40",10,11554.2,242638.2,1/19/2019,14:08,Card,231084,4.761904762,"N11,554.20",6.7,,,,,,,,,
655-07-2265,A,Lagos,Normal,M,Electronic accessories,Electronic accessories-655-07-2265,"N28,191.60",3,4228.74,88803.54,3/5/2019,16:38,   Epay,84574.8,4.761904762,"N4,228.74",5.4,,,,,,,,,
589-02-8023,A,Lagos,Member,M,Food and beverages,Food and beverages-589-02-8023,"N30,157.20",2,3015.72,63330.12,1/15/2019,10:54,Card,60314.4,4.761904762,"N3,015.72",7,,,,,,,,,
610-46-4100,A,Lagos,Normal,M,Health and beauty,Health and beauty-610-46-4100,"N10,422.00",7,3647.7,76601.7,3/3/2019,20:31,Card,72954,4.761904762,"N3,647.70",6,,,,,,,,,
706-36-6154,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-706-36-6154,"N6,969.60",9,3136.32,65862.72,1/18/2019,18:43,   Epay,62726.4,4.761904762,"N3,136.32",8.7,,,,,,,,,
742-04-5161,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-742-04-5161,"N26,200.80",10,13100.4,275108.4,2/3/2019,17:24,Cash,262008,4.761904762,"N13,100.40",7.3,,,,,,,,,
169-52-4504,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-169-52-4504,"N5,648.40",3,847.26,17792.46,3/14/2019,14:13,Card,16945.2,4.761904762,N847.26,5.8,,,,,,,,,
562-12-5430,A,Lagos,Member,F,Fashion accessories,Fashion accessories-562-12-5430,"N31,734.00",3,4760.1,99962.1,1/18/2019,10:11,   Epay,95202,4.761904762,"N4,760.10",7.9,,,,,,,,,
816-72-8853,A,Lagos,Member,F,Sports and travel,Sports and travel-816-72-8853,"N10,054.80",5,2513.7,52787.7,1/29/2019,15:48,Cash,50274,4.761904762,"N2,513.70",5.9,,,,,,,,,
491-38-3499,A,Lagos,Member,M,Fashion accessories,Fashion accessories-491-38-3499,"N19,962.00",1,998.1,20960.1,2/26/2019,17:46,Card,19962,4.761904762,N998.10,4.9,,,,,,,,,
518-17-2983,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-518-17-2983,"N17,506.80",4,3501.36,73528.56,2/4/2019,15:44,   Epay,70027.2,4.761904762,"N3,501.36",7.6,,,,,,,,,
588-47-8641,A,Lagos,Member,M,Fashion accessories,Fashion accessories-588-47-8641,"N20,174.40",10,10087.2,211831.2,1/14/2019,19:30,   Epay,201744,4.761904762,"N10,087.20",4.4,,,,,,,,,
811-03-8790,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-811-03-8790,"N16,372.80",10,8186.4,171914.4,3/1/2019,10:22,Card,163728,4.761904762,"N8,186.40",4.8,,,,,,,,,
274-05-5470,A,Lagos,Member,F,Food and beverages,Food and beverages-274-05-5470,"N26,449.20",4,5289.84,111086.64,2/23/2019,18:30,Cash,105796.8,4.761904762,"N5,289.84",6,,,,,,,,,
130-67-4723,A,Lagos,Member,M,Food and beverages,Food and beverages-130-67-4723,"N17,460.00",6,5238,109998,1/11/2019,13:57,   Epay,104760,4.761904762,"N5,238.00",9.4,,,,,,,,,
105-10-6182,A,Lagos,Member,M,Fashion accessories,Fashion accessories-105-10-6182,"N7,732.80",2,773.28,16238.88,2/27/2019,12:22,   Epay,15465.6,4.761904762,N773.28,6.6,,,,,,,,,
648-83-1321,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-648-83-1321,"N22,881.60",10,11440.8,240256.8,1/16/2019,17:59,Cash,228816,4.761904762,"N11,440.80",4.3,,,,,,,,,
305-03-2383,A,Lagos,Normal,F,Food and beverages,Food and beverages-305-03-2383,"N24,156.00",3,3623.4,76091.4,2/15/2019,10:36,Cash,72468,4.761904762,"N3,623.40",7.5,,,,,,,,,
689-05-1884,A,Lagos,Member,M,Health and beauty,Health and beauty-689-05-1884,"N17,506.80",10,8753.4,183821.4,3/4/2019,12:44,Cash,175068,4.761904762,"N8,753.40",8.8,,,,,,,,,
800-09-8606,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-800-09-8606,"N31,453.20",5,7863.3,165129.3,1/29/2019,19:45,Cash,157266,4.761904762,"N7,863.30",6.6,,,,,,,,,
182-52-7000,A,Lagos,Member,F,Sports and travel,Sports and travel-182-52-7000,"N9,734.40",4,1946.88,40884.48,1/1/2019,20:26,   Epay,38937.6,4.761904762,"N1,946.88",6.9,,,,,,,,,
868-06-0466,A,Lagos,Member,M,Electronic accessories,Electronic accessories-868-06-0466,"N25,048.80",9,11271.96,236711.16,2/19/2019,19:38,Card,225439.2,4.761904762,"N11,271.96",7.8,,,,,,,,,
445-30-9252,A,Lagos,Normal,M,Sports and travel,Sports and travel-445-30-9252,"N9,252.00",3,1387.8,29143.8,1/17/2019,17:59,   Epay,27756,4.761904762,"N1,387.80",6.1,,,,,,,,,
786-94-2700,A,Lagos,Member,M,Food and beverages,Food and beverages-786-94-2700,"N29,023.20",6,8706.96,182846.16,2/28/2019,20:18,Cash,174139.2,4.761904762,"N8,706.96",9.1,,,,,,,,,
258-92-7466,A,Lagos,Normal,F,Health and beauty,Health and beauty-258-92-7466,"N12,844.80",5,3211.2,67435.2,2/6/2019,18:33,Card,64224,4.761904762,"N3,211.20",6.6,,,,,,,,,
857-16-3520,A,Lagos,Member,F,Fashion accessories,Fashion accessories-857-16-3520,"N25,725.60",7,9003.96,189083.16,3/28/2019,16:06,   Epay,180079.2,4.761904762,"N9,003.96",4.5,,,,,,,,,
482-17-1179,A,Lagos,Member,M,Electronic accessories,Electronic accessories-482-17-1179,"N4,298.40",3,644.76,13539.96,1/19/2019,12:47,Card,12895.2,4.761904762,N644.76,8.1,,,,,,,,,
788-21-5741,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-788-21-5741,"N16,336.80",3,2450.52,51460.92,2/17/2019,13:34,Card,49010.4,4.761904762,"N2,450.52",7.2,,,,,,,,,
247-11-2470,A,Lagos,Member,F,Fashion accessories,Fashion accessories-247-11-2470,"N8,035.20",4,1607.04,33747.84,3/1/2019,16:23,Card,32140.8,4.761904762,"N1,607.04",4.4,,,,,,,,,
635-28-5728,A,Lagos,Normal,M,Health and beauty,Health and beauty-635-28-5728,"N20,160.00",3,3024,63504,2/28/2019,19:33,   Epay,60480,4.761904762,"N3,024.00",4.8,,,,,,,,,
756-49-0168,A,Lagos,Member,M,Fashion accessories,Fashion accessories-756-49-0168,"N7,092.00",1,354.6,7446.6,2/8/2019,11:39,   Epay,7092,4.761904762,N354.60,9.5,,,,,,,,,
805-86-0265,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-805-86-0265,"N33,825.60",9,15221.52,319651.92,3/20/2019,11:32,Cash,304430.4,4.761904762,"N15,221.52",9.8,,,,,,,,,
373-14-0504,A,Lagos,Member,F,Sports and travel,Sports and travel-373-14-0504,"N25,786.80",2,2578.68,54152.28,2/12/2019,14:33,   Epay,51573.6,4.761904762,"N2,578.68",8.8,,,,,,,,,
546-80-2899,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-546-80-2899,"N13,568.40",2,1356.84,28493.64,2/20/2019,15:29,   Epay,27136.8,4.761904762,"N1,356.84",9.5,,,,,,,,,
585-86-8361,A,Lagos,Normal,F,Food and beverages,Food and beverages-585-86-8361,"N9,820.80",5,2455.2,51559.2,2/3/2019,10:31,Card,49104,4.761904762,"N2,455.20",8.6,,,,,,,,,
807-14-7833,A,Lagos,Member,F,Electronic accessories,Electronic accessories-807-14-7833,"N6,271.20",10,3135.6,65847.6,2/22/2019,12:30,   Epay,62712,4.761904762,"N3,135.60",7,,,,,,,,,
652-43-6591,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-652-43-6591,"N35,024.40",8,14009.76,294204.96,3/9/2019,13:18,Card,280195.2,4.761904762,"N14,009.76",6.2,,,,,,,,,
406-46-7107,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-406-46-7107,"N34,747.20",6,10424.16,218907.36,1/11/2019,11:52,Cash,208483.2,4.761904762,"N10,424.16",4.5,,,,,,,,,
250-17-5703,A,Lagos,Member,M,Food and beverages,Food and beverages-250-17-5703,"N6,786.00",10,3393,71253,2/27/2019,18:24,   Epay,67860,4.761904762,"N3,393.00",5.6,,,,,,,,,
156-95-3964,A,Lagos,Normal,F,Food and beverages,Food and beverages-156-95-3964,"N19,940.40",4,3988.08,83749.68,3/25/2019,15:19,   Epay,79761.6,4.761904762,"N3,988.08",8,,,,,,,,,
410-67-1709,A,Lagos,Member,F,Fashion accessories,Fashion accessories-410-67-1709,"N22,996.80",8,9198.72,193173.12,1/20/2019,17:48,   Epay,183974.4,4.761904762,"N9,198.72",9.9,,,,,,,,,
587-73-4862,A,Lagos,Member,F,Health and beauty,Health and beauty-587-73-4862,"N3,848.40",5,962.1,20204.1,3/26/2019,11:07,   Epay,19242,4.761904762,N962.10,7.6,,,,,,,,,
